ObjectID,Source,Group,Subgroup,Title,Category,CategoriesWrapped,StartDate,EndDate,LocationName,Address,Latitude,Longitude,Borough,URL,MinAge,MaxAge,Image,Icon
1,bkpl,bkpl,bkpl_games,The Cycle Alliance's Period Pantry at Brooklyn Heights!,games,",games,",2026-05-27T10:00:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/800302,13,,,games
2,bkpl,bkpl,bkpl_games,Kids Tech Time,games,",games,",2026-05-27T15:00:00-04:00,,Rugby Library,"1000 Utica Ave. Brooklyn, NY 11203",40.6486576,-73.9303793,,https://www.bklynlibrary.org/node/812762,5,12,,games
3,bkpl,bkpl,bkpl_games,Kids Game On!,games,",games,",2026-05-27T15:30:00-04:00,,Flatbush Library,"22 Linden Blvd. at Flatbush Ave. Brooklyn, NY 11226",40.651891,-73.958256,,https://www.bklynlibrary.org/node/819319,5,12,,games
4,bkpl,bkpl,bkpl_games,All Ages Gaming,games,",games,",2026-05-27T15:30:00-04:00,,Clarendon Library,"2035 Nostrand Ave. Brooklyn, NY 11210",40.6357589,-73.9476006,,https://www.bklynlibrary.org/node/807235,13,,,games
5,bkpl,bkpl,bkpl_games,Teen Tech Time : Video-Games for Teens,games,",games,",2026-05-27T15:30:00-04:00,,Stone Avenue Library,"581 Mother Gaston Boulevard Brooklyn, NY 11212",40.6644418,-73.9052563,,https://www.bklynlibrary.org/node/825664,13,,,games
6,bkpl,bkpl,bkpl_games,Teen Tech Time @ Windsor Terrace,games,",games,",2026-05-27T15:30:00-04:00,,Windsor Terrace Library,"160 E. 5th St. at Ft. Hamilton Pkwy. Brooklyn, NY 11218",40.648719,-73.976714,,https://www.bklynlibrary.org/node/813004,13,,,games
7,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-27T15:30:00-04:00,,Kensington Library,"4207 18th Avenue Brooklyn, NY 11218",40.6312851,-73.9754571,,https://www.bklynlibrary.org/node/802992,13,,,games
8,bkpl,bkpl,bkpl_games,Kids & Teen Time at New Hope Family Worship Center,"games,arts-and-crafts",",games,arts-and-crafts,",2026-05-27T15:30:00-04:00,,New Lots Library,"665 New Lots Avenue at Barbey St. Brooklyn, NY 11207",40.6651154,-73.8861478,,https://www.bklynlibrary.org/node/823352,13,,,games
9,bkpl,bkpl,bkpl_games,Chess Workshop,games,",games,",2026-05-27T15:30:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/803855,5,12,,games
10,bkpl,bkpl,bkpl_games,Tech Time for all ages at the Kings Bay Library,games,",games,",2026-05-27T16:00:00-04:00,,Kings Bay Library,"3650 Nostrand Ave. (near Ave. W) Brooklyn, NY 11229",40.5947871,-73.9411462,,https://www.bklynlibrary.org/node/824184,13,,,games
11,bkpl,bkpl,bkpl_games,Teen Time:  Henna with Friends,"games,arts-and-crafts",",games,arts-and-crafts,",2026-05-27T16:00:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/825420,13,,,games
12,bkpl,bkpl,bkpl_games,Chess Workshop @ Jamaica Bay,games,",games,",2026-05-27T16:00:00-04:00,,Jamaica Bay Library,"9727 Seaview Ave. at E. 98th St. near Rockaway Pkwy. Brooklyn, NY 11236",40.634485,-73.889271,,https://www.bklynlibrary.org/node/807591,5,12,,games
13,bkpl,bkpl,bkpl_games,Teen Time: Sensory-Friendly Slime!,"games,arts-and-crafts",",games,arts-and-crafts,",2026-05-27T16:00:00-04:00,,McKinley Park Library,"6802 Fort Hamilton Pkwy (at 68th St.) Brooklyn, NY 11219",40.629178,-74.01188,,https://www.bklynlibrary.org/node/814193,13,,,games
14,bkpl,bkpl,bkpl_games,The Cycle Alliance's Period Pantry at Brooklyn Heights!,games,",games,",2026-05-28T10:00:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/800345,13,,,games
15,bkpl,bkpl,bkpl_games,Kids Game On,games,",games,",2026-05-28T14:00:00-04:00,,Fort Hamilton Library,"9424 Fourth Ave. Brooklyn, NY 11209",40.6163806,-74.0313434,,https://www.bklynlibrary.org/node/810349,5,12,,games
16,bkpl,bkpl,bkpl_games,Game On: Board Games,games,",games,",2026-05-28T14:30:00-04:00,,Dyker Library,"8202 13th Ave. (@ 82nd St.) Brooklyn, NY 11228",40.616348,-74.011972,,https://www.bklynlibrary.org/node/824080,13,,,games
17,bkpl,bkpl,bkpl_games,Kids Game On,games,",games,",2026-05-28T14:30:00-04:00,,Fort Hamilton Library,"9424 Fourth Ave. Brooklyn, NY 11209",40.6163806,-74.0313434,,https://www.bklynlibrary.org/node/810374,5,12,,games
18,bkpl,bkpl,bkpl_games,Game On!: Board Games,games,",games,",2026-05-28T15:00:00-04:00,,Gerritsen Beach Library,"2808 Gerritsen Ave. Brooklyn, NY 11229",40.5913977,-73.9239955,,https://www.bklynlibrary.org/node/821972,5,12,,games
19,bkpl,bkpl,bkpl_games,"Teen Fun Time: Games, Conversations & Good Vibes",games,",games,",2026-05-28T15:00:00-04:00,,Sheepshead Bay Library,"2636 E. 14th St. at Ave. Z Brooklyn, NY 11235",40.5869651,-73.9554071,,https://www.bklynlibrary.org/node/822373,13,,,games
20,bkpl,bkpl,bkpl_games,Game On,games,",games,",2026-05-28T15:30:00-04:00,,New Utrecht Library,"1743 86th St. at Bay 17th St. Brooklyn, NY 11214",40.6080187,-74.0033411,,https://www.bklynlibrary.org/node/822074,5,12,,games
21,bkpl,bkpl,bkpl_games,Teen T'ings...'Play Games and Chill',games,",games,",2026-05-28T15:30:00-04:00,,Flatbush Library,"22 Linden Blvd. at Flatbush Ave. Brooklyn, NY 11226",40.651891,-73.958256,,https://www.bklynlibrary.org/node/822024,13,,,games
22,bkpl,bkpl,bkpl_games,VR @ BPL,games,",games,",2026-05-28T15:30:00-04:00,,Windsor Terrace Library,"160 E. 5th St. at Ft. Hamilton Pkwy. Brooklyn, NY 11218",40.648719,-73.976714,,https://www.bklynlibrary.org/node/818523,13,,,games
23,bkpl,bkpl,bkpl_games,Teen Chess Club,games,",games,",2026-05-28T15:30:00-04:00,,Brighton Beach Library,"16 Brighton First Rd. at Brighton Beach Ave. Brooklyn, NY 11235",40.5761784,-73.9667995,,https://www.bklynlibrary.org/node/816586,13,,,games
24,bkpl,bkpl,bkpl_games,Gaming for Teens,games,",games,",2026-05-28T16:00:00-04:00,,Cypress Hills Library,"1197 Sutter Ave. at Crystal St. Brooklyn, NY 11208",40.6726465,-73.8740892,,https://www.bklynlibrary.org/node/823614,13,,,games
25,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-28T16:00:00-04:00,,Crown Heights Library,"560 New York Ave. at Maple St. Brooklyn, NY 11225",40.6611981,-73.9481517,,https://www.bklynlibrary.org/node/810853,13,,,games
26,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-28T16:00:00-04:00,,Coney Island Library,"1901 Mermaid Ave. (Near W. 19th St.) Brooklyn, NY 11224",40.5767651,-73.9860791,,https://www.bklynlibrary.org/node/814621,13,,,games
27,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-28T16:00:00-04:00,,Park Slope Library,"431 6th Ave Brooklyn, NY 11215",40.6682174,-73.9834162,,https://www.bklynlibrary.org/node/823920,13,,,games
28,bkpl,bkpl,bkpl_games,Chess with Vladimir Mazo,games,",games,",2026-05-28T16:00:00-04:00,,Sheepshead Bay Library,"2636 E. 14th St. at Ave. Z Brooklyn, NY 11235",40.5869651,-73.9554071,,https://www.bklynlibrary.org/node/822378,5,12,,games
29,bkpl,bkpl,bkpl_games,Teen Tech Time @ East Flatbush Library,games,",games,",2026-05-28T16:30:00-04:00,,East Flatbush Library,"9612 Church Ave Brooklyn, NY 11212",40.6556496,-73.9150768,,https://www.bklynlibrary.org/node/824040,13,,,games
30,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-28T16:30:00-04:00,,Marcy Library,"617 DeKalb Ave. at Nostrand Ave. Brooklyn, NY 11216",40.6916309,-73.9512645,,https://www.bklynlibrary.org/node/816681,13,,,games
31,bkpl,bkpl,bkpl_games,NBA 2K26,games,",games,",2026-05-28T16:30:00-04:00,,Central Library,"10 Grand Army Plaza Brooklyn, NY 11238",40.6725011,-73.9681265,,https://www.bklynlibrary.org/node/820653,13,,,games
32,bkpl,bkpl,bkpl_games,The Cycle Alliance's Period Pantry at Brooklyn Heights!,games,",games,",2026-05-29T10:00:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/800303,13,,,games
33,bkpl,bkpl,bkpl_games,Game On: Board Games,games,",games,",2026-05-29T14:30:00-04:00,,Dyker Library,"8202 13th Ave. (@ 82nd St.) Brooklyn, NY 11228",40.616348,-74.011972,,https://www.bklynlibrary.org/node/824081,13,,,games
34,bkpl,bkpl,bkpl_games,Game On,games,",games,",2026-05-29T15:00:00-04:00,,Cortelyou Library,"1305 Cortelyou Rd. at Argyle Rd. Brooklyn, NY 11226",40.640844,-73.965968,,https://www.bklynlibrary.org/node/826581,5,12,,games
35,bkpl,bkpl,bkpl_games,Kids Game On,games,",games,",2026-05-29T15:00:00-04:00,,DeKalb Library,"790 Bushwick Ave. at DeKalb Ave. Brooklyn, NY 11221",40.6947857,-73.9284044,,https://www.bklynlibrary.org/node/823780,5,12,,games
36,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T15:00:00-04:00,,Ryder Library,"5902 23rd Ave. Brooklyn, NY 11204",40.6159251,-73.9759804,,https://www.bklynlibrary.org/node/822235,13,,,games
37,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T15:00:00-04:00,,Saratoga Library,"8 Thomas S. Boyland St. at Macon St. Brooklyn, NY 11233",40.684789,-73.915177,,https://www.bklynlibrary.org/node/806014,13,,,games
38,bkpl,bkpl,bkpl_games,Freestyle Friday: Bushwick Library,games,",games,",2026-05-29T15:00:00-04:00,,Bushwick Library,"340 Bushwick Avenue Brooklyn, NY 11206",40.7045694,-73.9396101,,https://www.bklynlibrary.org/node/818079,13,,,games
39,bkpl,bkpl,bkpl_games,Teen Time,"games,arts-and-crafts",",games,arts-and-crafts,",2026-05-29T15:00:00-04:00,,Spring Creek Library,"12143 Flatlands Ave. at New Jersey Ave. Brooklyn, NY 11207",40.6532637,-73.8859641,,https://www.bklynlibrary.org/node/810829,13,,,games
40,bkpl,bkpl,bkpl_games,Teen Gaming Time,games,",games,",2026-05-29T15:30:00-04:00,,Brighton Beach Library,"16 Brighton First Rd. at Brighton Beach Ave. Brooklyn, NY 11235",40.5761784,-73.9667995,,https://www.bklynlibrary.org/node/813896,13,,,games
41,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T15:30:00-04:00,,Macon Library,"361 Lewis Ave. at Macon St. Brooklyn, NY 11233",40.6830369,-73.9348376,,https://www.bklynlibrary.org/node/824293,13,,,games
42,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T15:30:00-04:00,,Gerritsen Beach Library,"2808 Gerritsen Ave. Brooklyn, NY 11229",40.5913977,-73.9239955,,https://www.bklynlibrary.org/node/823443,13,,,games
43,bkpl,bkpl,bkpl_games,Teen Time: Game Night,games,",games,",2026-05-29T16:00:00-04:00,,Washington Irving Library,"360 Irving Ave. (at Woodbine St.) Brooklyn, NY 11237",40.6975031,-73.9122378,,https://www.bklynlibrary.org/node/810144,13,,,games
44,bkpl,bkpl,bkpl_games,Board Games for Kids,games,",games,",2026-05-29T16:00:00-04:00,,McKinley Park Library,"6802 Fort Hamilton Pkwy (at 68th St.) Brooklyn, NY 11219",40.629178,-74.01188,,https://www.bklynlibrary.org/node/812111,5,12,,games
45,bkpl,bkpl,bkpl_games,Game On: The Loading Lounge,games,",games,",2026-05-29T16:00:00-04:00,,Clinton Hill Library,"380 Washington Ave. Brooklyn, NY 11238",40.687424161165,-73.965940386054,,https://www.bklynlibrary.org/node/821616,13,,,games
46,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T16:00:00-04:00,,Cortelyou Library,"1305 Cortelyou Rd. at Argyle Rd. Brooklyn, NY 11226",40.640844,-73.965968,,https://www.bklynlibrary.org/node/821573,13,,,games
47,bkpl,bkpl,bkpl_games,Teen Time,games,",games,",2026-05-29T16:00:00-04:00,,Arlington Library,"203 Arlington Ave. at Warwick St. Brooklyn, NY 11207",40.6806631,-73.8873421,,https://www.bklynlibrary.org/node/823801,13,,,games
48,bkpl,bkpl,bkpl_games,2K26 Ultimate Tournament,games,",games,",2026-05-29T16:00:00-04:00,,Saratoga Library,"8 Thomas S. Boyland St. at Macon St. Brooklyn, NY 11233",40.684789,-73.915177,,https://www.bklynlibrary.org/node/823463,13,,,games
49,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T16:00:00-04:00,,Cypress Hills Library,"1197 Sutter Ave. at Crystal St. Brooklyn, NY 11208",40.6726465,-73.8740892,,https://www.bklynlibrary.org/node/823602,13,,,games
50,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T16:00:00-04:00,,Flatlands Library,"2065 Flatbush Ave. at Ave. P Brooklyn, NY 11234",40.6197853,-73.9331807,,https://www.bklynlibrary.org/node/811636,13,,,games
51,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T16:00:00-04:00,,Mill Basin Library,"2385 Ralph Ave (near Ave N) Brooklyn, NY 11234",40.6199454,-73.9169226,,https://www.bklynlibrary.org/node/818548,13,,,games
52,bkpl,bkpl,bkpl_games,Teen Dungeons & Dragons,games,",games,",2026-05-29T16:00:00-04:00,,East Flatbush Library,"9612 Church Ave Brooklyn, NY 11212",40.6556496,-73.9150768,,https://www.bklynlibrary.org/node/824049,13,,,games
53,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-05-29T16:00:00-04:00,,Sunset Park Library,"5108 Fourth Avenue Brooklyn, NY 11220",40.6459117,-74.0136256,,https://www.bklynlibrary.org/node/822090,13,,,games
54,bkpl,bkpl,bkpl_games,Teen Time: Dungeons and Dragons,games,",games,",2026-05-29T16:00:00-04:00,,Park Slope Library,"431 6th Ave Brooklyn, NY 11215",40.6682174,-73.9834162,,https://www.bklynlibrary.org/node/823170,13,,,games
55,bkpl,bkpl,bkpl_games,The Cycle Alliance's Period Pantry at Brooklyn Heights!,games,",games,",2026-05-30T10:00:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/800366,13,,,games
56,bkpl,bkpl,bkpl_games,Chess Workshop,games,",games,",2026-05-30T14:00:00-04:00,,Saratoga Library,"8 Thomas S. Boyland St. at Macon St. Brooklyn, NY 11233",40.684789,-73.915177,,https://www.bklynlibrary.org/node/823207,5,12,,games
57,bkpl,bkpl,bkpl_games,Game On,games,",games,",2026-05-30T15:00:00-04:00,,Highlawn Library,"1664 W. 13th St. Brooklyn, NY 11223",40.6056632,-73.9862627,,https://www.bklynlibrary.org/node/821771,5,12,,games
58,bkpl,bkpl,bkpl_games,Ping Pong & Board Games,games,",games,",2026-05-30T15:00:00-04:00,,Gerritsen Beach Library,"2808 Gerritsen Ave. Brooklyn, NY 11229",40.5913977,-73.9239955,,https://www.bklynlibrary.org/node/822880,13,,,games
59,bkpl,bkpl,bkpl_games,Mosaic Lab Coding Workshop,games,",games,",2026-05-30T15:00:00-04:00,,Saratoga Library,"8 Thomas S. Boyland St. at Macon St. Brooklyn, NY 11233",40.684789,-73.915177,,https://www.bklynlibrary.org/node/825716,13,,,games
60,bkpl,bkpl,bkpl_games,The Cycle Alliance's Period Pantry at Brooklyn Heights!,games,",games,",2026-05-31T13:00:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/800245,13,,,games
61,bkpl,bkpl,bkpl_games,"Teen Fun Time: Games, Conversations & Good Vibes",games,",games,",2026-06-01T15:00:00-04:00,,Sheepshead Bay Library,"2636 E. 14th St. at Ave. Z Brooklyn, NY 11235",40.5869651,-73.9554071,,https://www.bklynlibrary.org/node/822358,13,,,games
62,bkpl,bkpl,bkpl_games,Tween Time!,"games,arts-and-crafts",",games,arts-and-crafts,",2026-06-01T15:00:00-04:00,,Saratoga Library,"8 Thomas S. Boyland St. at Macon St. Brooklyn, NY 11233",40.684789,-73.915177,,https://www.bklynlibrary.org/node/826632,5,12,,games
63,bkpl,bkpl,bkpl_games,Game On! Kids' Boardgames,games,",games,",2026-06-01T15:30:00-04:00,,Cypress Hills Library,"1197 Sutter Ave. at Crystal St. Brooklyn, NY 11208",40.6726465,-73.8740892,,https://www.bklynlibrary.org/node/820712,5,12,,games
64,bkpl,bkpl,bkpl_games,Teen Tech Time: With Snacks!,games,",games,",2026-06-01T15:30:00-04:00,,Clarendon Library,"2035 Nostrand Ave. Brooklyn, NY 11210",40.6357589,-73.9476006,,https://www.bklynlibrary.org/node/810102,13,,,games
65,bkpl,bkpl,bkpl_games,Kids Game On,games,",games,",2026-06-01T16:00:00-04:00,,Homecrest Library,"2525 Coney Island Ave. at Ave. V Brooklyn, NY 11223",40.5952034,-73.9605501,,https://www.bklynlibrary.org/node/826676,5,12,,games
66,bkpl,bkpl,bkpl_games,Kids Game Night,games,",games,",2026-06-01T16:00:00-04:00,,Washington Irving Library,"360 Irving Ave. (at Woodbine St.) Brooklyn, NY 11237",40.6975031,-73.9122378,,https://www.bklynlibrary.org/node/825848,5,12,,games
67,bkpl,bkpl,bkpl_games,Kids/Teen Game On! Puzzle Time,games,",games,",2026-06-01T16:00:00-04:00,,Clarendon Library,"2035 Nostrand Ave. Brooklyn, NY 11210",40.6357589,-73.9476006,,https://www.bklynlibrary.org/node/808447,13,,,games
68,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-06-01T16:00:00-04:00,,Arlington Library,"203 Arlington Ave. at Warwick St. Brooklyn, NY 11207",40.6806631,-73.8873421,,https://www.bklynlibrary.org/node/823808,13,,,games
69,bkpl,bkpl,bkpl_games,Kids Tech Time: Bushwick Library,games,",games,",2026-06-02T15:00:00-04:00,,Bushwick Library,"340 Bushwick Avenue Brooklyn, NY 11206",40.7045694,-73.9396101,,https://www.bklynlibrary.org/node/818070,5,12,,games
70,bkpl,bkpl,bkpl_games,Kids Tech Time,games,",games,",2026-06-02T15:00:00-04:00,,McKinley Park Library,"6802 Fort Hamilton Pkwy (at 68th St.) Brooklyn, NY 11219",40.629178,-74.01188,,https://www.bklynlibrary.org/node/805807,5,12,,games
71,bkpl,bkpl,bkpl_games,Chess for Kids,games,",games,",2026-06-02T15:00:00-04:00,,Bay Ridge Library,"7223 Ridge Blvd. at 73rd St. Brooklyn, NY 11209",40.6336068,-74.0295073,,https://www.bklynlibrary.org/node/818872,5,12,,games
72,bkpl,bkpl,bkpl_games,Game On,games,",games,",2026-06-02T15:30:00-04:00,,Windsor Terrace Library,"160 E. 5th St. at Ft. Hamilton Pkwy. Brooklyn, NY 11218",40.648719,-73.976714,,https://www.bklynlibrary.org/node/814501,5,12,,games
73,bkpl,bkpl,bkpl_games,Board Game Cafe,games,",games,",2026-06-02T15:30:00-04:00,,Flatbush Library,"22 Linden Blvd. at Flatbush Ave. Brooklyn, NY 11226",40.651891,-73.958256,,https://www.bklynlibrary.org/node/826645,13,,,games
74,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-06-02T15:30:00-04:00,,Brower Park Library,"155 Brooklyn Ave Brooklyn, NY 11213",40.6744275,-73.944374,,https://www.bklynlibrary.org/node/821337,13,,,games
75,bkpl,bkpl,bkpl_games,2K Tournament Qualifier,games,",games,",2026-06-02T15:30:00-04:00,,Brower Park Library,"155 Brooklyn Ave Brooklyn, NY 11213",40.6744275,-73.944374,,https://www.bklynlibrary.org/node/825758,13,,,games
76,bkpl,bkpl,bkpl_games,Teen Gaming: Board Games 🎲,games,",games,",2026-06-02T16:00:00-04:00,,Jamaica Bay Library,"9727 Seaview Ave. at E. 98th St. near Rockaway Pkwy. Brooklyn, NY 11236",40.634485,-73.889271,,https://www.bklynlibrary.org/node/825424,13,,,games
77,bkpl,bkpl,bkpl_games,Legos + Games,games,",games,",2026-06-02T16:00:00-04:00,,Rugby Library,"1000 Utica Ave. Brooklyn, NY 11203",40.6486576,-73.9303793,,https://www.bklynlibrary.org/node/812779,5,12,,games
78,bkpl,bkpl,bkpl_games,Gaming for Teens: Dungeons & Dragons,games,",games,",2026-06-02T16:00:00-04:00,,Greenpoint Library,,0,0,,https://www.bklynlibrary.org/node/824710,13,,,games
79,bkpl,bkpl,bkpl_games,Teen Dungeons & Dragons,games,",games,",2026-06-02T16:00:00-04:00,,East Flatbush Library,"9612 Church Ave Brooklyn, NY 11212",40.6556496,-73.9150768,,https://www.bklynlibrary.org/node/824050,13,,,games
80,bkpl,bkpl,bkpl_games,Middle School Makerspace,games,",games,",2026-06-02T16:00:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/803873,5,12,,games
81,bkpl,bkpl,bkpl_games,Dungeons and Dragons,games,",games,",2026-06-02T18:00:00-04:00,,Clinton Hill Library,"380 Washington Ave. Brooklyn, NY 11238",40.687424161165,-73.965940386054,,https://www.bklynlibrary.org/node/808133,13,,,games
82,bkpl,bkpl,bkpl_games,Bookmobile 75: Brooklyn Green Magnet School Health & Wellness Fair,games,",games,",2026-06-03T10:00:00-04:00,,Eastern Parkway Library,"1044 Eastern Pkwy. at Schenectady Ave. Brooklyn, NY 11213",40.6684863,-73.9336735,,https://www.bklynlibrary.org/node/825795,5,12,,games
83,bkpl,bkpl,bkpl_games,Kids Tech Time,games,",games,",2026-06-03T15:00:00-04:00,,Rugby Library,"1000 Utica Ave. Brooklyn, NY 11203",40.6486576,-73.9303793,,https://www.bklynlibrary.org/node/812763,5,12,,games
84,bkpl,bkpl,bkpl_games,All Ages Gaming,games,",games,",2026-06-03T15:30:00-04:00,,Clarendon Library,"2035 Nostrand Ave. Brooklyn, NY 11210",40.6357589,-73.9476006,,https://www.bklynlibrary.org/node/807236,13,,,games
85,bkpl,bkpl,bkpl_games,Teen Time: Mobile Video Game Arcade,games,",games,",2026-06-03T15:30:00-04:00,,Spring Creek Library,"12143 Flatlands Ave. at New Jersey Ave. Brooklyn, NY 11207",40.6532637,-73.8859641,,https://www.bklynlibrary.org/node/826098,13,,,games
86,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-06-03T15:30:00-04:00,,Jamaica Bay Library,"9727 Seaview Ave. at E. 98th St. near Rockaway Pkwy. Brooklyn, NY 11236",40.634485,-73.889271,,https://www.bklynlibrary.org/node/825421,13,,,games
87,bkpl,bkpl,bkpl_games,Teen Tech Time @ Windsor Terrace,games,",games,",2026-06-03T15:30:00-04:00,,Windsor Terrace Library,"160 E. 5th St. at Ft. Hamilton Pkwy. Brooklyn, NY 11218",40.648719,-73.976714,,https://www.bklynlibrary.org/node/813005,13,,,games
88,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-06-03T15:30:00-04:00,,Kensington Library,"4207 18th Avenue Brooklyn, NY 11218",40.6312851,-73.9754571,,https://www.bklynlibrary.org/node/802993,13,,,games
89,bkpl,bkpl,bkpl_games,Kids & Teen Time at New Hope Family Worship Center,"games,arts-and-crafts",",games,arts-and-crafts,",2026-06-03T15:30:00-04:00,,New Lots Library,"665 New Lots Avenue at Barbey St. Brooklyn, NY 11207",40.6651154,-73.8861478,,https://www.bklynlibrary.org/node/823353,13,,,games
90,bkpl,bkpl,bkpl_games,Chess Workshop,games,",games,",2026-06-03T15:30:00-04:00,,Brooklyn Heights Library,"286 Cadman Plaza West Brooklyn, NY 11201",40.6956458,-73.9912976,,https://www.bklynlibrary.org/node/803856,5,12,,games
91,bkpl,bkpl,bkpl_games,Teen Board Game Hour,games,",games,",2026-06-03T16:00:00-04:00,,Macon Library,"361 Lewis Ave. at Macon St. Brooklyn, NY 11233",40.6830369,-73.9348376,,https://www.bklynlibrary.org/node/825748,13,,,games
92,bkpl,bkpl,bkpl_games,"Teen Time: Games, Crafts, and Chill","games,arts-and-crafts",",games,arts-and-crafts,",2026-06-03T16:00:00-04:00,,McKinley Park Library,"6802 Fort Hamilton Pkwy (at 68th St.) Brooklyn, NY 11219",40.629178,-74.01188,,https://www.bklynlibrary.org/node/814194,13,,,games
93,bkpl,bkpl,bkpl_games,Teen Tech Time 🎮,games,",games,",2026-06-03T16:00:00-04:00,,Greenpoint Library,,0,0,,https://www.bklynlibrary.org/node/824704,13,,,games
94,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-06-03T16:00:00-04:00,,"Central Library, Info Commons",,0,0,,https://www.bklynlibrary.org/node/812698,13,,,games
95,bkpl,bkpl,bkpl_games,Tech Time for all ages at the Kings Bay Library,games,",games,",2026-06-03T16:00:00-04:00,,Kings Bay Library,"3650 Nostrand Ave. (near Ave. W) Brooklyn, NY 11229",40.5947871,-73.9411462,,https://www.bklynlibrary.org/node/825969,13,,,games
96,bkpl,bkpl,bkpl_games,Teen Time: Come and enjoy time with your friends.,games,",games,",2026-06-03T16:00:00-04:00,,Highlawn Library,"1664 W. 13th St. Brooklyn, NY 11223",40.6056632,-73.9862627,,https://www.bklynlibrary.org/node/805099,13,,,games
97,bkpl,bkpl,bkpl_games,New Lots Library Presents: Family Summer Celebration,"games,arts-and-crafts",",games,arts-and-crafts,",2026-06-04T13:00:00-04:00,,New Lots Library,"665 New Lots Avenue at Barbey St. Brooklyn, NY 11207",40.6651154,-73.8861478,,https://www.bklynlibrary.org/node/823510,5,12,,games
98,bkpl,bkpl,bkpl_games,Game On: Board Games,games,",games,",2026-06-04T14:30:00-04:00,,Dyker Library,"8202 13th Ave. (@ 82nd St.) Brooklyn, NY 11228",40.616348,-74.011972,,https://www.bklynlibrary.org/node/824082,13,,,games
99,bkpl,bkpl,bkpl_games,Kids Game On,games,",games,",2026-06-04T14:30:00-04:00,,Fort Hamilton Library,"9424 Fourth Ave. Brooklyn, NY 11209",40.6163806,-74.0313434,,https://www.bklynlibrary.org/node/810375,5,12,,games
100,bkpl,bkpl,bkpl_games,"Teen Fun Time: Games, Conversations & Good Vibes",games,",games,",2026-06-04T15:00:00-04:00,,Sheepshead Bay Library,"2636 E. 14th St. at Ave. Z Brooklyn, NY 11235",40.5869651,-73.9554071,,https://www.bklynlibrary.org/node/822374,13,,,games
101,bkpl,bkpl,bkpl_games,Teen Tech Time,games,",games,",2026-06-04T15:30:00-04:00,,Coney Island Library,"1901 Mermaid Ave. (Near W. 19th St.) Brooklyn, NY 11224",40.5767651,-73.9860791,,https://www.bklynlibrary.org/node/814622,13,,,games
102,bkpl,bkpl,bkpl_games,VR @ BPL,games,",games,",2026-06-04T15:30:00-04:00,,Windsor Terrace Library,"160 E. 5th St. at Ft. Hamilton Pkwy. Brooklyn, NY 11218",40.648719,-73.976714,,https://www.bklynlibrary.org/node/818524,13,,,games
103,bkpl,bkpl,bkpl_games,Teen Chess Club,games,",games,",2026-06-04T15:30:00-04:00,,Brighton Beach Library,"16 Brighton First Rd. at Brighton Beach Ave. Brooklyn, NY 11235",40.5761784,-73.9667995,,https://www.bklynlibrary.org/node/816587,13,,,games
